index,neg,neu,pos,compound
1257,0.175,0.762,0.063,-0.7213
1258,0.0,0.965,0.035,0.0772
1259,0.0,0.925,0.075,0.5255
1260,0.325,0.675,0.0,-0.9508
1261,0.0,1.0,0.0,0.0
1262,0.0,1.0,0.0,0.0
1263,0.204,0.741,0.055,-0.8708
1264,0.166,0.684,0.15,-0.1663
1265,0.064,0.724,0.212,0.7998
1266,0.0,1.0,0.0,0.0
1267,0.076,0.66,0.264,0.8271
1268,0.343,0.556,0.102,-0.7351
1269,0.114,0.733,0.153,0.3147
1270,0.356,0.546,0.097,-0.9169
1271,0.097,0.748,0.155,0.4939
1272,0.0,1.0,0.0,0.0
1273,0.0,0.441,0.559,0.7456
1274,0.517,0.483,0.0,-0.8176
1275,0.077,0.733,0.19,0.5273
1276,0.0,0.581,0.419,0.7351
1277,0.311,0.689,0.0,-0.4023
1278,0.027,0.919,0.054,0.2881
1279,0.166,0.834,0.0,-0.1511
1280,0.0,0.8,0.2,0.3612
1281,0.188,0.812,0.0,-0.7823
1282,0.14,0.762,0.098,-0.3356
1283,0.0,0.833,0.167,0.2023
1284,0.0,1.0,0.0,0.0
1285,0.043,0.704,0.253,0.9403
1286,0.0,1.0,0.0,0.0
1287,0.139,0.721,0.141,0.0258
1288,0.0,1.0,0.0,0.0
1289,0.0,0.734,0.266,0.4404
1290,0.459,0.541,0.0,-0.1779
1291,0.0,0.848,0.152,0.7249
1292,0.0,1.0,0.0,0.0
1293,0.0,0.773,0.227,0.8176
1294,0.068,0.836,0.097,0.2732
1295,0.0,0.517,0.483,0.4215
1296,0.184,0.816,0.0,-0.5903
1297,0.385,0.615,0.0,-0.7845
1298,0.082,0.818,0.1,0.128
1299,0.073,0.796,0.131,0.3612
1300,0.0,1.0,0.0,0.0
1301,0.13,0.729,0.142,0.0772
1302,0.0,1.0,0.0,0.0
1303,0.24,0.505,0.256,0.128
1304,0.152,0.552,0.297,0.4767
1305,0.035,0.709,0.256,0.8692
1306,0.0,0.286,0.714,0.3612
1307,0.242,0.758,0.0,-0.1531
1308,0.151,0.849,0.0,-0.7698
1309,0.35,0.437,0.213,-0.3612
1310,0.1,0.633,0.267,0.5719
1311,0.127,0.828,0.045,-0.6956
1312,0.0,0.746,0.254,0.7579
1313,0.112,0.888,0.0,-0.2244
1314,0.0,1.0,0.0,0.0
1315,0.119,0.881,0.0,-0.765
1316,0.203,0.726,0.072,-0.7579
1317,0.0,0.908,0.092,0.5023
1318,0.186,0.814,0.0,-0.4939
1319,0.059,0.941,0.0,-0.296
1320,0.295,0.599,0.106,-0.5904
1321,0.082,0.871,0.047,-0.3182
1322,0.0,1.0,0.0,0.0
1323,0.0,0.614,0.386,0.5267
1324,0.63,0.37,0.0,-0.5267
1325,0.0,1.0,0.0,0.0
1326,0.178,0.734,0.089,-0.3182
1327,0.318,0.353,0.329,0.024
1328,0.288,0.712,0.0,-0.8062
1329,0.072,0.693,0.235,0.8836
1330,0.0,0.879,0.121,0.5106
1331,0.0,0.794,0.206,0.7901
1332,0.139,0.861,0.0,-0.6115
1333,0.419,0.581,0.0,-0.7579
1334,0.0,1.0,0.0,0.0
1335,0.08,0.854,0.066,-0.128
1336,0.134,0.721,0.146,0.1779
1337,0.146,0.786,0.067,-0.7099
1338,0.037,0.883,0.08,0.4657
1339,0.333,0.667,0.0,-0.3612
1340,0.0,0.777,0.223,0.7644
1341,0.111,0.775,0.114,0.0258
1342,0.293,0.673,0.034,-0.9448
1343,0.0,1.0,0.0,0.0
1344,0.0,1.0,0.0,0.0
1345,0.168,0.769,0.062,-0.4939
1346,0.0,1.0,0.0,0.0
1347,0.083,0.917,0.0,-0.2911
1348,0.101,0.778,0.12,0.126
1349,0.0,1.0,0.0,0.0
1350,0.079,0.885,0.036,-0.1154
1351,0.0,0.812,0.188,0.5563
1352,0.356,0.568,0.076,-0.8974
1353,0.204,0.634,0.162,-0.1531
1354,0.078,0.869,0.053,-0.0999
1355,0.0,1.0,0.0,0.0
1356,0.04,0.884,0.075,0.09
1357,0.0,1.0,0.0,0.0
1358,0.13,0.755,0.115,-0.1779
1359,0.0,0.864,0.136,0.5267
1360,0.054,0.946,0.0,-0.3736
1361,0.109,0.823,0.069,-0.0544
1362,0.066,0.796,0.138,0.3883
1363,0.228,0.534,0.238,-0.1531
1364,0.0,0.855,0.145,0.7096
1365,0.032,0.685,0.283,0.8602
1366,0.0,1.0,0.0,0.0
1367,0.0,0.721,0.279,0.836
1368,0.0,0.783,0.217,0.6124
1369,0.0,0.932,0.068,0.2263
1370,0.0,0.543,0.457,0.6369
1371,0.0,1.0,0.0,0.0
1372,0.0,1.0,0.0,0.0
1373,0.0,0.9,0.1,0.2732
1374,0.309,0.585,0.105,-0.7374
1375,0.208,0.792,0.0,-0.8126
1376,0.0,1.0,0.0,0.0
1377,0.0,0.737,0.263,0.431
1378,0.0,0.714,0.286,0.25
1379,0.213,0.738,0.049,-0.8588
1380,0.222,0.66,0.118,-0.296
1381,0.308,0.692,0.0,-0.7539
1382,0.221,0.779,0.0,-0.8689
1383,0.0,1.0,0.0,0.0
1384,0.135,0.865,0.0,-0.4215
1385,0.047,0.884,0.069,0.1901
1386,0.0,1.0,0.0,0.0
1387,0.137,0.755,0.107,-0.128
1388,0.213,0.787,0.0,-0.4199
1389,0.344,0.656,0.0,-0.5678
1390,0.0,1.0,0.0,0.0
1391,0.0,0.887,0.113,0.4215
1392,0.0,1.0,0.0,0.0
1393,0.0,1.0,0.0,0.0
1394,0.187,0.741,0.071,-0.5216
1395,0.0,1.0,0.0,0.0
1396,0.0,0.915,0.085,0.3612
1397,0.0,0.822,0.178,0.7717
1398,0.031,0.969,0.0,-0.0572
1399,0.0,0.862,0.138,0.6979
1400,0.0,0.781,0.219,0.6369
1401,0.407,0.455,0.138,-0.9652
1402,0.0,1.0,0.0,0.0
1403,0.0,0.784,0.216,0.5106
1404,0.083,0.848,0.068,-0.1179
1405,0.104,0.896,0.0,-0.3818
1406,0.0,0.519,0.481,0.6833
1407,0.288,0.617,0.095,-0.6908
1408,0.083,0.862,0.055,-0.0464
1409,0.133,0.806,0.061,-0.5093
1410,0.146,0.815,0.039,-0.7184
1411,0.0,0.75,0.25,0.8645
1412,0.349,0.566,0.085,-0.8555
1413,0.084,0.678,0.238,0.853
1414,0.0,1.0,0.0,0.0
1415,0.197,0.628,0.176,-0.3041
1416,0.166,0.745,0.088,-0.7579
1417,0.0,1.0,0.0,0.0
1418,0.19,0.734,0.075,-0.7964
1419,0.0,1.0,0.0,0.0
1420,0.23,0.544,0.225,-0.0387
1421,0.057,0.685,0.258,0.8427
1422,0.099,0.738,0.163,0.3922
1423,0.0,0.429,0.571,0.4574
1424,0.208,0.792,0.0,-0.743
1425,0.0,1.0,0.0,0.0
1426,0.0,0.866,0.134,0.4019
1427,0.203,0.359,0.438,0.4515
1428,0.0,1.0,0.0,0.0
1429,0.0,1.0,0.0,0.0
1430,0.0,0.355,0.645,0.9267
1431,0.119,0.801,0.08,-0.4404
1432,0.255,0.745,0.0,-0.8342
1433,0.0,0.845,0.155,0.5719
1434,0.0,1.0,0.0,0.0
1435,0.367,0.633,0.0,-0.4404
1436,0.195,0.696,0.11,-0.6705
1437,0.286,0.714,0.0,-0.25
1438,0.216,0.784,0.0,-0.5927
1439,0.044,0.956,0.0,-0.2023
1440,0.335,0.551,0.114,-0.765
1441,0.183,0.726,0.091,-0.4404
1442,0.0,1.0,0.0,0.0
1443,0.155,0.71,0.135,-0.2869
1444,0.0,1.0,0.0,0.0
1445,0.067,0.842,0.091,0.2714
1446,0.216,0.784,0.0,-0.9114
1447,0.15,0.771,0.079,-0.4118
1448,0.0,0.935,0.065,0.2235
1449,0.0,1.0,0.0,0.0
1450,0.0,0.86,0.14,0.5994
1451,0.134,0.642,0.224,0.4753
1452,0.0,0.833,0.167,0.25
1453,0.0,1.0,0.0,0.0
1454,0.0,1.0,0.0,0.0
1455,0.0,1.0,0.0,0.0
1456,0.0,1.0,0.0,0.0
1457,0.321,0.679,0.0,-0.9432
1458,0.0,0.818,0.182,0.7964
1459,0.138,0.671,0.191,0.3626
1460,0.0,0.625,0.375,0.34
1461,0.074,0.571,0.356,0.9411
1462,0.0,0.565,0.435,0.7855
1463,0.04,0.872,0.088,0.2658
1464,0.0,0.536,0.464,0.6369
1465,0.257,0.743,0.0,-0.6369
1466,0.0,0.781,0.219,0.7096
1467,0.095,0.905,0.0,-0.25
1468,0.0,1.0,0.0,0.0
1469,0.239,0.761,0.0,-0.296
1470,0.0,1.0,0.0,0.0
1471,0.073,0.754,0.173,0.5562
1472,0.083,0.78,0.137,0.5018
1473,0.0,0.851,0.149,0.4215
1474,0.157,0.403,0.44,0.745
1475,0.254,0.713,0.033,-0.9313
1476,0.0,1.0,0.0,0.0
1477,0.242,0.495,0.264,0.1027
1478,0.0,1.0,0.0,0.0
1479,0.375,0.625,0.0,-0.8625
1480,0.106,0.773,0.121,0.0772
1481,0.158,0.769,0.073,-0.4767
1482,0.0,1.0,0.0,0.0
1483,0.0,1.0,0.0,0.0
1484,0.0,0.541,0.459,0.7783
1485,0.113,0.854,0.033,-0.6553
1486,0.0,1.0,0.0,0.0
1487,0.0,0.939,0.061,0.3291
1488,0.034,0.78,0.186,0.8326
1489,0.0,1.0,0.0,0.0
1490,0.078,0.922,0.0,-0.1761
1491,0.185,0.815,0.0,-0.6124
1492,0.164,0.788,0.048,-0.6486
1493,0.052,0.688,0.261,0.8521
1494,0.34,0.66,0.0,-0.5574
1495,0.0,0.947,0.053,0.0772
1496,0.301,0.699,0.0,-0.9477
1497,0.274,0.726,0.0,-0.5267
1498,0.25,0.75,0.0,-0.6124
1499,0.0,0.918,0.082,0.508
1500,0.0,1.0,0.0,0.0
1501,0.0,0.688,0.312,0.9529
1502,0.292,0.441,0.268,-0.1796
1503,0.087,0.871,0.042,-0.3182
1504,0.081,0.859,0.059,-0.25
1505,0.0,1.0,0.0,0.0
1506,0.124,0.76,0.115,-0.1027
1507,0.0,0.784,0.216,0.296
1508,0.0,0.686,0.314,0.6776
1509,0.0,1.0,0.0,0.0
1510,0.136,0.864,0.0,-0.296
1511,0.0,1.0,0.0,0.0
1512,0.0,0.816,0.184,0.5598
1513,0.177,0.759,0.064,-0.7708
1514,0.0,0.911,0.089,0.4194
1515,0.363,0.575,0.062,-0.9634
1516,0.034,0.89,0.077,0.34
1517,0.0,1.0,0.0,0.0
1518,0.0,0.843,0.157,0.4215
1519,0.877,0.123,0.0,-0.7964
1520,0.178,0.645,0.176,0.2374
1521,0.0,1.0,0.0,0.0
1522,0.0,1.0,0.0,0.0
1523,0.0,0.849,0.151,0.807
1524,0.256,0.529,0.214,-0.1429
1525,0.0,0.532,0.468,0.6588
1526,0.0,0.597,0.403,0.6597
1527,0.217,0.656,0.127,-0.2633
1528,0.868,0.132,0.0,-0.765
1529,0.0,1.0,0.0,0.0
1530,0.195,0.805,0.0,-0.5255
1531,0.064,0.707,0.229,0.862
1532,0.0,0.795,0.205,0.5951
1533,0.273,0.727,0.0,-0.7587
1534,0.0,0.743,0.257,0.765
1535,0.262,0.626,0.112,-0.5209
1536,0.109,0.577,0.314,0.8011
1537,0.476,0.524,0.0,-0.6739
1538,0.0,1.0,0.0,0.0
1539,0.0,0.955,0.045,0.2235
1540,0.161,0.625,0.214,0.296
1541,0.0,1.0,0.0,0.0
1542,0.183,0.651,0.166,-0.0772
1543,0.333,0.667,0.0,-0.9381
1544,0.0,1.0,0.0,0.0
1545,0.0,0.762,0.238,0.3612
1546,0.0,1.0,0.0,0.0
1547,0.0,1.0,0.0,0.0
1548,0.0,0.914,0.086,0.4588
1549,0.0,1.0,0.0,0.0
1550,0.0,0.713,0.287,0.8573
1551,0.04,0.757,0.204,0.8442
1552,0.355,0.645,0.0,-0.296
1553,0.0,1.0,0.0,0.0
1554,0.394,0.606,0.0,-0.0772
1555,0.0,0.656,0.344,0.2732
1556,0.275,0.616,0.109,-0.5423
1557,0.0,0.711,0.289,0.431
1558,0.271,0.729,0.0,-0.6369
1559,0.0,1.0,0.0,0.0
1560,0.29,0.688,0.022,-0.9481
1561,0.134,0.866,0.0,-0.4767
1562,0.049,0.715,0.236,0.8344
1563,0.279,0.721,0.0,-0.8874
1564,0.384,0.464,0.153,-0.8392
1565,0.205,0.795,0.0,-0.6588
1566,0.0,0.774,0.226,0.8885
1567,0.289,0.711,0.0,-0.928
1568,0.072,0.869,0.059,-0.1179
1569,0.0,1.0,0.0,0.0
1570,0.0,0.833,0.167,0.7003
1571,0.204,0.796,0.0,-0.6249
1572,0.123,0.877,0.0,-0.2732
1573,0.167,0.833,0.0,-0.296
1574,0.121,0.779,0.1,-0.4019
1575,0.266,0.734,0.0,-0.7314
1576,0.051,0.839,0.11,0.5267
1577,0.0,1.0,0.0,0.0
1578,0.234,0.766,0.0,-0.5216
1579,0.0,1.0,0.0,0.0
1580,0.0,1.0,0.0,0.0
1581,0.215,0.694,0.091,-0.8002
1582,0.131,0.869,0.0,-0.6776
1583,0.452,0.548,0.0,-0.5106
1584,0.121,0.879,0.0,-0.4149
1585,0.0,0.919,0.081,0.3182
1586,0.0,0.481,0.519,0.659
1587,0.059,0.744,0.197,0.6591
1588,0.236,0.721,0.043,-0.9049
1589,0.078,0.653,0.269,0.9131
1590,0.386,0.394,0.22,-0.2732
1591,0.17,0.745,0.085,-0.5849
1592,0.266,0.646,0.087,-0.6908
1593,0.221,0.704,0.075,-0.782
1594,0.115,0.885,0.0,-0.6597
1595,0.072,0.928,0.0,-0.4019
1596,0.0,0.588,0.412,0.3612
1597,0.158,0.612,0.23,0.1027
1598,0.0,1.0,0.0,0.0
1599,0.272,0.728,0.0,-0.5777
1600,0.0,1.0,0.0,0.0
1601,0.125,0.875,0.0,-0.3164
1602,0.33,0.596,0.074,-0.9592
1603,0.0,1.0,0.0,0.0
1604,0.0,0.726,0.274,0.5267
1605,0.0,1.0,0.0,0.0
1606,0.374,0.571,0.055,-0.9496
1607,0.07,0.818,0.111,0.2023
1608,0.135,0.865,0.0,-0.5563
1609,0.0,0.294,0.706,0.802
1610,0.0,1.0,0.0,0.0
1611,0.081,0.675,0.244,0.6249
1612,0.0,1.0,0.0,0.0
1613,0.248,0.665,0.086,-0.8668
1614,0.099,0.901,0.0,-0.296
1615,0.088,0.912,0.0,-0.34
1616,0.0,0.909,0.091,0.2263
1617,0.0,0.903,0.097,0.4019
1618,0.072,0.857,0.071,-0.2617
1619,0.0,0.816,0.184,0.4019
1620,0.0,0.784,0.216,0.5106
1621,0.0,1.0,0.0,0.0
1622,0.152,0.72,0.128,-0.0772
1623,0.0,0.213,0.787,0.5709
1624,0.098,0.758,0.145,0.2303
1625,0.072,0.928,0.0,-0.5267
1626,0.182,0.747,0.071,-0.8118
1627,0.0,0.901,0.099,0.2944
1628,0.425,0.575,0.0,-0.5719
1629,0.0,0.756,0.244,0.6369
1630,0.0,1.0,0.0,0.0
1631,0.228,0.622,0.15,-0.2782
1632,0.0,1.0,0.0,0.0
1633,0.208,0.66,0.132,-0.34
1634,0.111,0.889,0.0,-0.3595
1635,0.134,0.814,0.053,-0.4746
1636,0.154,0.705,0.141,-0.0516
1637,0.0,0.83,0.17,0.3094
1638,0.108,0.811,0.081,-0.2347
1639,0.302,0.698,0.0,-0.5994
1640,0.143,0.857,0.0,-0.3252
1641,0.237,0.667,0.096,-0.5267
1642,0.0,0.819,0.181,0.7345
1643,0.165,0.762,0.073,-0.5447
1644,0.087,0.913,0.0,-0.296
1645,0.208,0.652,0.141,-0.5994
1646,0.0,0.688,0.312,0.9226
1647,0.0,1.0,0.0,0.0
1648,0.0,1.0,0.0,0.0
1649,0.076,0.924,0.0,-0.5093
1650,0.125,0.811,0.064,-0.4215
1651,0.0,1.0,0.0,0.0
1652,0.152,0.76,0.088,-0.6369
1653,0.0,1.0,0.0,0.0
1654,0.221,0.571,0.207,-0.0516
1655,0.141,0.82,0.038,-0.6615
1656,0.139,0.861,0.0,-0.5897
1657,0.202,0.698,0.101,-0.3182
1658,0.0,0.714,0.286,0.25
1659,0.105,0.67,0.225,0.5719
1660,0.0,0.901,0.099,0.6062
1661,0.155,0.845,0.0,-0.836
1662,0.304,0.696,0.0,-0.5423
1663,0.111,0.777,0.112,0.011
1664,0.192,0.664,0.145,-0.3707
1665,0.036,0.77,0.194,0.8768
1666,0.0,0.816,0.184,0.7959
1667,0.175,0.825,0.0,-0.1779
1668,0.172,0.724,0.104,-0.3612
1669,0.053,0.947,0.0,-0.3412
1670,0.239,0.714,0.047,-0.8333
1671,0.0,1.0,0.0,0.0
1672,0.0,1.0,0.0,0.0
1673,0.055,0.887,0.058,0.0258
1674,0.0,1.0,0.0,0.0
1675,0.0,1.0,0.0,0.0
1676,0.0,0.323,0.677,0.6369
1677,0.057,0.651,0.292,0.8978
1678,0.064,0.936,0.0,-0.3252
1679,0.0,1.0,0.0,0.0
1680,0.106,0.802,0.093,0.3299
1681,0.0,0.609,0.391,0.6696
1682,0.146,0.854,0.0,-0.7028
1683,0.115,0.773,0.112,0.2263
1684,0.0,1.0,0.0,0.0
1685,0.137,0.779,0.084,-0.1581
1686,0.271,0.123,0.606,0.5754
1687,0.075,0.848,0.077,0.2732
1688,0.109,0.891,0.0,-0.3217
1689,0.059,0.851,0.09,0.0956
1690,0.0,0.455,0.545,0.5562
1691,0.703,0.297,0.0,-0.7964
1692,0.051,0.89,0.059,0.1154
1693,0.0,1.0,0.0,0.0
1694,0.345,0.655,0.0,-0.8608
1695,0.308,0.692,0.0,-0.6124
1696,0.212,0.788,0.0,-0.8908
1697,0.137,0.863,0.0,-0.4215
1698,0.439,0.561,0.0,-0.69
1699,0.0,0.825,0.175,0.6573
1700,0.12,0.825,0.055,-0.5106
1701,0.097,0.87,0.034,-0.6688
1702,0.459,0.541,0.0,-0.5267
1703,0.139,0.861,0.0,-0.7684
1704,0.437,0.563,0.0,-0.4767
1705,0.263,0.737,0.0,-0.7759
1706,0.216,0.784,0.0,-0.7003
1707,0.231,0.769,0.0,-0.5106
1708,0.085,0.915,0.0,-0.5499
1709,0.127,0.81,0.064,-0.3734
1710,0.136,0.558,0.305,0.9382
1711,0.182,0.818,0.0,-0.25
1712,0.089,0.911,0.0,-0.5267
1713,0.216,0.721,0.062,-0.6369
1714,0.204,0.796,0.0,-0.6808
1715,0.0,1.0,0.0,0.0
1716,0.073,0.927,0.0,-0.3818
1717,0.038,0.787,0.175,0.7783
1718,0.039,0.762,0.198,0.8286
1719,0.419,0.581,0.0,-0.5574
1720,0.0,1.0,0.0,0.0
1721,0.0,0.865,0.135,0.6808
1722,0.0,0.819,0.181,0.624
1723,0.0,1.0,0.0,0.0
1724,0.278,0.59,0.132,-0.9034
1725,0.0,0.864,0.136,0.6562
1726,0.286,0.714,0.0,-0.1531
1727,0.0,0.492,0.508,0.4767
1728,0.139,0.734,0.127,-0.5296
1729,0.0,0.824,0.176,0.4927
1730,0.0,1.0,0.0,0.0
1731,0.0,0.748,0.252,0.4019
1732,0.142,0.432,0.426,0.6808
1733,0.0,1.0,0.0,0.0
1734,0.0,0.874,0.126,0.6808
1735,0.111,0.889,0.0,-0.7081
1736,0.0,1.0,0.0,0.0
1737,0.441,0.517,0.042,-0.9642
1738,0.0,0.87,0.13,0.4019
1739,0.0,0.863,0.137,0.4019
1740,0.063,0.832,0.105,-0.212
1741,0.0,0.805,0.195,0.4404
1742,0.0,1.0,0.0,0.0
1743,0.0,1.0,0.0,0.0
1744,0.405,0.595,0.0,-0.7783
1745,0.177,0.696,0.127,-0.5639
1746,0.214,0.649,0.136,-0.3412
1747,0.281,0.719,0.0,-0.6908
1748,0.0,1.0,0.0,0.0
1749,0.0,0.755,0.245,0.8126
1750,0.0,0.726,0.274,0.34
1751,0.104,0.753,0.143,0.25
1752,0.0,0.458,0.542,0.7964
1753,0.194,0.806,0.0,-0.34
1754,0.202,0.798,0.0,-0.5106
1755,0.336,0.62,0.044,-0.9511
1756,0.24,0.546,0.213,-0.128
1757,0.29,0.71,0.0,-0.8095
1758,0.0,1.0,0.0,0.0
1759,0.0,0.886,0.114,0.4019
1760,0.0,0.868,0.132,0.4404
1761,0.0,0.859,0.141,0.6249
1762,0.181,0.734,0.085,-0.8233
1763,0.412,0.588,0.0,-0.5423
1764,0.092,0.765,0.142,0.2263
1765,0.124,0.876,0.0,-0.4767
1766,0.0,0.541,0.459,0.5267
1767,0.0,0.86,0.14,0.0772
1768,0.125,0.875,0.0,-0.25
1769,0.595,0.405,0.0,-0.6597
1770,0.206,0.794,0.0,-0.3818
1771,0.0,0.821,0.179,0.8176
1772,0.0,1.0,0.0,0.0
1773,0.048,0.671,0.281,0.8658
1774,0.203,0.63,0.167,-0.5129
1775,0.061,0.711,0.229,0.7506
1776,0.0,1.0,0.0,0.0
1777,0.121,0.748,0.131,0.0516
1778,0.172,0.597,0.231,0.34
1779,0.188,0.698,0.115,-0.34
1780,0.0,0.855,0.145,0.7569
1781,0.0,1.0,0.0,0.0
1782,0.0,0.731,0.269,0.8279
1783,0.167,0.833,0.0,-0.4215
1784,0.061,0.624,0.315,0.7602
1785,0.163,0.837,0.0,-0.7178
1786,0.283,0.477,0.24,-0.1655
1787,0.0,1.0,0.0,0.0
1788,0.0,1.0,0.0,0.0
1789,0.0,1.0,0.0,0.0
1790,0.402,0.598,0.0,-0.5204
1791,0.144,0.802,0.054,-0.5859
1792,0.127,0.785,0.089,-0.1309
1793,0.0,0.625,0.375,0.4588
1794,0.0,0.707,0.293,0.4404
1795,0.112,0.744,0.143,0.1376
1796,0.087,0.913,0.0,-0.6124
1797,0.159,0.787,0.053,-0.7506
1798,0.0,1.0,0.0,0.0
1799,0.341,0.659,0.0,-0.4767
1800,0.045,0.919,0.036,-0.0836
1801,0.0,1.0,0.0,0.0
1802,0.0,0.702,0.298,0.5267
1803,0.0,0.797,0.203,0.4215
1804,0.0,1.0,0.0,0.0
1805,0.255,0.745,0.0,-0.34
1806,0.213,0.556,0.231,0.0516
1807,0.0,1.0,0.0,0.0
1808,0.064,0.738,0.199,0.6492
1809,0.11,0.89,0.0,-0.6757
1810,0.0,1.0,0.0,0.0
1811,0.0,0.268,0.732,0.802
1812,0.0,0.781,0.219,0.6369
1813,0.0,1.0,0.0,0.0
1814,0.0,1.0,0.0,0.0
1815,0.068,0.932,0.0,-0.3612
1816,0.0,0.687,0.313,0.8074
1817,0.063,0.785,0.152,0.5423
1818,0.175,0.751,0.074,-0.5023
1819,0.286,0.518,0.196,-0.1436
1820,0.0,0.762,0.238,0.7778
1821,0.767,0.233,0.0,-0.5106
1822,0.0,0.937,0.063,0.4753
1823,0.0,0.809,0.191,0.6697
1824,0.0,1.0,0.0,0.0
1825,0.116,0.884,0.0,-0.6002
1826,0.0,0.741,0.259,0.6369
1827,0.219,0.738,0.044,-0.8677
1828,0.099,0.72,0.181,0.6369
1829,0.0,0.849,0.151,0.4939
1830,0.05,0.864,0.086,-0.2994
1831,0.078,0.922,0.0,-0.296
1832,0.091,0.836,0.073,-0.1298
1833,0.119,0.769,0.111,-0.3612
1834,0.0,0.823,0.177,0.6221
1835,0.0,1.0,0.0,0.0
1836,0.0,0.844,0.156,0.5448
1837,0.162,0.596,0.241,0.3365
1838,0.0,0.957,0.043,0.0857
1839,0.281,0.556,0.162,-0.6384
1840,0.0,0.54,0.46,0.8809
1841,0.0,1.0,0.0,0.0
1842,0.383,0.617,0.0,-0.8429
1843,0.0,0.859,0.141,0.5599
1844,0.43,0.57,0.0,-0.876
1845,0.186,0.814,0.0,-0.8625
1846,0.0,1.0,0.0,0.0
1847,0.085,0.915,0.0,-0.3804
1848,0.0,0.823,0.177,0.4215
1849,0.169,0.554,0.277,0.4019
1850,0.0,0.58,0.42,0.4404
1851,0.054,0.946,0.0,-0.2865
1852,0.0,0.794,0.206,0.0772
1853,0.0,0.645,0.355,0.0258
1854,0.0,1.0,0.0,0.0
1855,0.071,0.866,0.064,-0.079
1856,0.054,0.946,0.0,-0.3182
1857,0.093,0.617,0.29,0.9022
1858,0.0,0.633,0.367,0.4404
1859,0.0,0.426,0.574,0.4019
1860,0.0,1.0,0.0,0.0
1861,0.161,0.707,0.132,-0.383
1862,0.067,0.754,0.179,0.5267
1863,0.043,0.915,0.042,-0.009
1864,0.0,1.0,0.0,0.0
1865,0.0,1.0,0.0,0.0
1866,0.126,0.737,0.137,0.3802
1867,0.12,0.738,0.141,0.0
1868,0.0,1.0,0.0,0.0
1869,0.313,0.609,0.078,-0.9111
1870,0.106,0.894,0.0,-0.3818
1871,0.0,0.737,0.263,0.3612
1872,0.0,1.0,0.0,0.0
1873,0.0,0.867,0.133,0.3182
1874,0.0,1.0,0.0,0.0
1875,0.0,0.708,0.292,0.7906
1876,0.216,0.784,0.0,-0.8268
1877,0.165,0.695,0.14,-0.169
1878,0.111,0.889,0.0,-0.2481
1879,0.208,0.751,0.04,-0.7783
1880,0.187,0.713,0.101,-0.5423
1881,0.279,0.721,0.0,-0.4767
1882,0.04,0.698,0.262,0.9236
1883,0.227,0.585,0.188,-0.069
1884,0.0,0.652,0.348,0.4939
1885,0.302,0.604,0.095,-0.9136
1886,0.0,0.488,0.512,0.6369
1887,0.34,0.66,0.0,-0.7717
